START,FrameNb:5000,,,
56,43.6,-14,26.75,12
57,46.4,-13.4,30.25,13
58,46.4,2,-1.25,14
59,48.6,11.8,19.5,15
60,51.2,-13.8,27.75,3
61,50.8,1.2,1.5,14
62,51.6,1.2,3,14
63,59.6,-0.2,-3.5,14
64,60,-1.4,6.75,14
65,60.8,-1.4,5.75,14
66,61.4,11.8,16.75,5
67,62,-1.4,6.75,13
68,62.8,-14.2,23,9
69,63.2,-1.4,5.5,11
70,65.2,-14.2,24,10
71,64.6,-1.4,5.75,12
72,76.2,2.6,1.25,15
73,76.2,6.4,7.75,4
74,77.4,2.6,-1,13
75,86.2,-13.8,29,15
76,105.2,4.2,0.5,14
77,106.4,2.8,56.75,13
END,Total:78,,,
START,FrameNb:5910,,,
2020/08/09 14:16:26:771,,,,
1.60E+12,,,,
0,7.6,2.8,-15.25,18
1,7.6,2.8,-10.75,17
2,15.4,-1.4,14.75,16
3,20.4,-1.4,7.25,20
4,20.4,-1.4,15,19
5,26.4,-1.4,8,19
6,43.4,0,-8.5,20
7,43.4,0,-0.5,19
8,51.2,1.2,0.25,21
9,51.2,1.2,8,19
10,59.8,-1.4,5.5,18
11,59.8,-1.4,11.25,17
12,59.8,-0.2,-5.75,13
13,60.6,-1.4,6.5,18
14,60.6,-1,8.25,0
15,63,11.8,16,7
16,65.8,-1.4,6.5,13
17,76,2.6,0,18
18,76.8,6.4,7.75,0
19,83.6,-15.2,12.25,8
20,86.2,-2.2,0.75,8
21,93.8,-15,8.25,12
22,98,-15.2,7,14
23,104.8,-15.2,6.5,8
24,105.8,4,0.75,16
25,108.2,-15.2,9.25,0
26,108.4,-2.8,2,17
27,122.8,2.2,4.75,11
28,128,-15.2,8.75,8
29,130.6,0.4,1.25,17
30,135.8,3.2,0.25,13
31,157.8,-15.2,6,14
32,163,-15.2,0,16
33,171.6,-2.6,3.75,7
34,188.8,-2.2,3.75,17
35,197.2,-15.2,0.75,9
36,215.2,3,0.75,10
37,1024,7.4,-25.75,0
38,7.6,2.8,-12,15
39,11.8,0,-30.25,18
40,12.4,67.6,-26.5,8
41,12.4,7.2,-26.5,0
42,15.4,-1.4,15.75,15
43,16.4,-1.4,12,14
44,15.8,-1.4,19.25,14
45,17.8,-1.4,14.75,14
46,19.2,-1.6,9.5,14
47,20.4,-1.4,10.5,14
48,21.2,-1.4,10.25,14
49,22.2,-1.4,9.75,14
50,23,2.6,9.25,12
51,23.8,-1.4,9,14
52,25.4,-1.4,8.75,14
53,26.4,-1.4,10,15
54,27,-1.4,9.75,13
55,33.2,-13.4,31,13
56,38.4,-13.8,29.75,14
57,42.8,-13.8,26.5,13
58,43.4,-0.2,-5.75,14
59,44.6,-13.6,29.5,15
60,46.4,2,-1.25,14
61,47,2,1.75,13
62,49.4,11.8,19,14
63,50.2,-13.8,28.25,8
64,50.8,1.2,2.25,15
65,51.8,1.2,2.75,15
66,59.8,-1.4,5.75,11
67,59.6,-0.2,-3,11
68,60.4,-1.4,5.5,15
69,61.8,-14.2,23,11
70,61.8,11.8,16.75,6
71,62,-1.4,6.75,13
72,63.8,-1.4,5.25,10
73,65.4,-1.4,5.75,11
74,76.2,2.6,1.75,15
75,77.2,2.6,-1,14
76,77,6.4,8.25,8
77,85.4,-13.6,29.25,15
78,98.8,-15.4,8.75,11
79,105.4,4,0.25,13
END,Total:80,,,
START,FrameNb:5911,,,
2020/08/09 14:16:26:834,,,,
1.60E+12,,,,
0,7.6,2.8,-14.25,20
1,15.4,-1.4,11.25,19
2,15.4,-1.4,16,18
3,20.4,-1.4,7.5,20
4,20.4,-1.4,15.5,18
5,23.8,-1.4,7.25,20
6,23.8,-1.4,13.25,18
7,43.4,0,-8.25,19
8,43.4,0,-0.5,18
9,46.8,2,-3.25,19
10,52,1.2,0,20
11,52,1.2,8,18
12,60.6,-1.4,6.5,18
13,60.6,-1,8.25,0
14,63,11.8,16,7
15,63.2,-1.4,3.5,16
16,65.8,-1.4,6.5,13
17,76,2.6,0,18
18,76.8,6.4,7.75,0
19,83.6,-15,12.25,8
20,85.2,-13.6,29.25,11
21,86.2,-2.2,0.75,8
22,93,78.2,3.75,6
23,98,-15.2,7,14
24,104.8,-15.2,6.5,8
25,105.8,4,0.75,16
26,108.2,-15,9.25,0
27,108.4,-2.8,2,17
28,119.4,-15.2,5.25,10
29,122.8,2.2,4.75,11
30,122.8,-15.2,3,8
31,128,-15.2,8.75,8
32,130.6,0.4,1.25,17
33,135.8,3.2,0.25,13
34,157.8,-15.2,6,14
35,163,-15.2,0,16
36,188.8,-2.4,3.75,17
37,197.2,-15.2,0.75,9
38,207.4,-15.2,8.75,12
39,215.2,2.8,0.75,10
40,1024,67.6,-26.5,8
41,7.8,2.8,-12.25,14
42,11.8,0,-31.5,11
43,12.2,0,-30.25,15
44,12.6,-1.8,-26.75,8
45,14.4,-1.4,13.5,14
46,15.2,-1.4,12,14
47,17,-1.4,13.5,14
48,18,-1.4,12,12
49,16.8,-1.4,19,12
50,19.4,-1.4,11.25,13
51,20.4,-1.4,10.25,14
52,21.4,-1.4,10,14
53,22.8,-1.4,9.5,14
54,23,2.6,9.25,5
55,24.6,-1.4,9,15
56,25.8,-1.4,9.5,14
57,26.4,-1.4,9.75,13
58,33.6,-13.4,31.25,14
59,36.4,-12.4,39,13
60,38.6,-13.8,28.75,13
61,42.8,-13.8,27.75,15
62,43.4,-0.2,-5.75,14
63,44.8,-13.4,32.25,11
64,46.6,2,-1,14
65,49.2,-13.8,28.75,14
66,49.4,11.8,18.5,12
67,51,1,1.25,13
68,51.8,1,2.75,14
69,59.6,-1.4,5.75,14
70,61,-14.2,23.5,7
71,61,-1.4,5.75,13
72,62.2,-1.4,6.5,9
73,62.4,11.8,16.5,9
74,64,-12.4,-34,10
75,63.6,11.8,16.25,11
76,64.2,-1.4,5.25,10
77,66.4,-1.4,5.75,11
78,76.6,2.6,0,14
79,77.6,6.4,8.75,8
80,77.2,2.6,-0.75,14
81,84.4,-13.6,29.75,15
82,97.8,-15.4,8.75,11
END,Total:83,,,
START,FrameNb:5912,,,
2020/08/09 14:16:26:901,,,,
1.60E+12,,,,
0,7.6,2.8,-14.25,20
1,15.4,-1.4,11.25,19
2,15.4,-1.4,16,18
3,20.4,-1.4,7.5,20
4,20.4,-1.4,15.5,18
5,23.8,-1.4,7.25,20
6,23.8,-1.4,13.25,18
7,26.4,-1.4,7.5,20
8,26.4,-1.4,15.5,18
9,43.4,0,-8.25,19
10,43.4,0,-0.5,18
11,52,1.2,0,20
12,52,1.2,8,18
13,60.6,-1.4,7.5,18
14,64.8,11.8,16.75,14
15,67.4,-1.4,7.75,13
16,76.8,2.6,0.75,18
17,77.6,6.2,7.5,2
18,81,-15.2,10,7
19,86.2,-2.2,2,11
20,96.4,-15.2,7.5,16
21,104.8,-15.2,7.5,6
22,105.8,4,0.75,17
23,108.4,-2.8,2,17
24,116,-15.2,6.5,13
25,122.8,2.2,4.25,13
26,124.6,-15.2,8.75,8
27,130.6,0.4,1.75,17
28,136.6,3.2,0.75,13
29,155.2,-15.2,6,13
30,160.4,-15.2,0.25,13
31,187.8,-2.4,4.25,16
32,194.6,-15.2,0,12
33,205.6,-15.2,8.75,11
34,216,2.8,1.75,11
35,1024,-15.2,0,16
36,8,2.8,-11.5,13
37,11.4,2.8,-9.5,12
38,11.4,8.4,-6,5
39,12,0,-31.25,16
40,13.8,-10.6,-45,12
41,14.8,-1.4,13.75,14
42,16,-1.4,13.25,14
43,17.2,-1.4,14,15
44,17.8,-1.4,13.5,14
45,18.8,-1.4,10.75,13
46,19.2,-1.4,10.25,14
47,20.4,-1.4,10.75,14
48,21.4,-1.4,10,14
49,22.6,-1.4,10.25,14
50,23.6,-13.8,-22.75,2
51,24.4,-1.4,8.75,14
52,25.6,-1.4,10,14
53,26.2,-1.4,10,15
54,37.6,-13.6,30,11
55,41.8,-13.8,28.5,13
56,43.4,-0.2,-5.75,11
57,46,-0.2,-4.75,10
58,46.8,1.8,-1.25,14
59,48.2,-13.6,29,10
60,51.4,1,3.75,14
61,50,11.8,18,6
62,51.4,1,0.75,15
63,60,-14.2,23.75,1
64,59.6,-1.4,6,14
65,61,-1.4,6.5,15
66,61.8,-1.4,6,14
67,62.8,-1.4,6.25,12
68,64,11.8,17.25,11
69,66.6,-1.4,5.75,10
70,67.6,-14.4,22,10
71,76.8,2.6,-0.5,15
72,78,6.2,8.25,10
73,83.6,-13.6,30.25,16
74,96.8,-15.4,8.25,11
75,107,2.8,57.25,13
END,Total:76,,,
START,FrameNb:5913,,,
2020/08/09 14:16:26:963,,,,
1.60E+12,,,,
0,19.6,-1.4,8.25,20
1,19.6,-1.4,16.25,18
2,22.2,-1.4,8,20
3,25.6,-1.4,7.25,19
4,46.8,1.8,-3.75,19
5,51.2,1.2,1,20
6,51.2,1.2,7,18
7,60.6,-1.4,7.5,18
8,64.8,11.8,16.75,14
9,67.4,-1.4,7.75,13
10,76.8,2.6,0.75,18
11,77.6,6.2,7.5,2
12,81,-15,10,7
13,86.2,-2.2,2,11
14,90.4,-15.2,7.75,8
15,93,-15.2,9.25,13
16,104.8,-15.2,7.5,6
17,105.8,4,0.75,17
18,108.4,-2.8,2,17
19,116,-15.2,6.5,13
20,122.8,2.2,4.25,13
21,124.6,-15.2,8.75,8
22,130.6,0.4,1.75,17
23,136.6,3,0.75,13
24,155.2,-15.2,6,13
25,160.4,-15.2,0.25,13
26,187.8,-2.4,4.25,16
27,194.6,-15.2,0,12
28,205.6,-15.2,8.75,11
29,216,2.8,1.75,11
30,1024,-15.2,0.25,13
31,8.2,2.8,-10.75,14
32,11.4,2.8,-8.25,13
33,12,0,-30.75,8
34,12.6,1.4,-26.25,11
35,12.6,34.6,-26.5,12
36,14.6,-1.4,13.5,13
37,16,-1.4,13.5,14
38,15,8.4,-20.25,0
39,13.8,-96.6,-25.25,0
40,17.2,-1.4,16.5,14
41,17.8,-1.4,12.75,14
42,19,-1.4,13.5,13
43,19,-1.6,10,15
44,19.8,-1.4,11.5,14
45,20.8,-1.4,9.75,15
46,21.6,-1.4,10.75,14
47,22.2,-1.4,10,14
48,23.4,-1.4,9,15
49,25,-1.4,9,14
50,25.8,-1.4,9.5,14
51,30.6,-13.2,34,13
52,35.8,-13.6,32,13
53,37,-13.8,27.75,14
54,41,-13.8,29.5,14
55,47.4,-13.6,29.5,0
56,46,-0.2,-5,0
57,47,1.8,-2,14
58,47.8,1.8,0.25,9
59,51,1,3.5,15
60,51.2,11.8,18,10
61,52,1,2.75,15
62,53.8,-14.4,22.25,13
63,59.6,-1.4,6.25,14
64,60.2,-1.4,6,14
65,60.2,-14.2,24,7
66,61.2,-1.4,6.5,13
67,65.2,11.8,17.5,10
68,66.4,-1.4,4.25,11
69,76.8,2.6,0,15
70,91.4,-15.4,7.5,11
71,95.8,-15.4,8,11
72,106.2,4,1.25,14
73,107.2,2.8,58,13
END,Total:74,,,
START,FrameNb:5914,,,
2020/08/09 14:16:27:025,,,,
1.60E+12,,,,
0,15.4,-1.4,10.5,20
1,19.6,-1.4,8.25,20
2,19.6,-1.4,16.25,18
3,22.2,-1.4,8,20
4,25.6,-1.4,7.25,19
5,51.2,1,1,20
6,51.2,1,7,18
7,60.6,-1.4,7,16
8,65.6,12,16.25,9
9,66.6,-1.4,5.75,17
10,76.8,2.6,-0.75,17
11,78.4,6.2,7.5,9
12,86.2,-2.2,3.75,13
13,89.6,-15.2,7.75,15
14,94.6,-15.2,9.75,13
15,101.4,-15.2,8.75,13
16,104,-15.2,7.5,11
17,106.6,4,0,14
18,107.6,-2.8,2,17
19,123.8,2.2,4.75,15
20,130.6,0.4,0.75,17
21,136.6,2.8,0.25,11
22,153.6,-15.2,6.5,15
23,158.6,-15.2,-1.75,15
24,187.8,-2.4,4.25,16
25,192.8,-15.2,-0.75,12
26,199.6,-15.4,0,7
27,203.2,-15.2,8.75,7
28,216,2.8,2.5,11
29,1024,2.8,1.75,11
30,8.4,2.8,-11.5,14
31,11.4,3,-8,13
32,12.6,-0.2,-26.75,11
33,14.4,61,-24,14
34,14.6,-1.4,12.5,14
35,16,-1.4,18.25,15
36,15.8,-1.4,13.75,13
37,17.4,-1.4,13.75,15
38,18.2,-1.4,14.25,10
39,19.4,-1.4,10.75,14
40,20.4,-1.4,11,14
41,21.2,-1.4,10,14
42,22.6,2.4,9.75,7
43,22.6,-1.4,9.5,14
44,23.8,-1.4,9.5,14
45,24.8,-1.4,9.75,15
46,31.2,-13,34.25,13
47,34,-13.4,33,14
48,40.2,-13.8,29.25,11
49,46,-0.2,-5,11
50,46.4,-13.6,30,13
51,47,1.8,-1.5,15
52,51,1,2.25,15
53,51.6,11.8,18.25,4
54,52.2,1,3,15
55,51.2,-14,26.25,0
56,52.4,11.8,17.25,5
57,59.4,-1.4,6.25,14
58,60.4,-14.2,25,0
59,60.8,-1.4,5.75,13
60,62.2,-1.4,6,12
61,65.2,11.8,15.75,9
62,66.2,-1.4,4,8
63,77,2.6,0.75,15
64,78.2,2.6,-2,13
65,85.6,-2.4,2.25,12
66,94.8,-15.4,8.75,12
END,Total:67,,,
START,FrameNb:5915,,,
2020/08/09 14:16:27:087,,,,
1.60E+12,,,,
0,8.4,3,-13,20
1,8.4,3,-7,18
2,14.4,-1.4,11.75,20
3,20.4,-1.4,8.75,20
4,26.4,-1.4,8,21
5,46,0,-7.5,12
6,46,0,0.25,11
7,47.8,1.8,-2.25,17
8,47.8,1.8,4,17
9,52,1,1,19
10,59.8,-1.4,3.75,20
11,59.8,-1.4,10,18
12,60.6,-1.4,7,16
13,60.6,-1,7.75,0
14,65.6,12,16.25,9
15,66.6,-1.4,5.75,17
16,76.8,2.6,-0.75,17
17,78.4,6.2,7.5,9
18,86.2,-2.4,3.75,13
19,89.6,-15.2,7.75,15
20,94.6,-15.2,9.75,13
21,101.4,-15.2,8.75,13
22,104,-15.2,7.5,11
23,106.6,4,0,14
24,107.6,-2.8,2,17
25,123.8,2.2,4.75,15
26,130.6,0.4,0.75,17
27,135,-5.2,-4.75,5
28,136.6,2.8,0.25,11
29,153.6,-15.2,6.5,15
30,158.6,-15.2,-1.75,15
31,187.8,-2.4,4.25,16
32,193.8,-15.2,3,11
33,216,2.8,2.5,11
34,1024,-1.4,12.5,14
35,8.6,2.8,-10,12
36,12.2,-0.2,-28,15
37,12,-96.6,-5.25,0
38,12.4,-63.8,-26.25,0
39,12.4,-63,-26.5,1
40,12.4,27.8,-27,5
41,14.8,-1.4,12.5,14
42,16.8,-1.4,13.25,14
43,16.4,-1.4,18,14
44,18.4,-1.4,11,12
45,19.4,-1.4,10.25,12
46,18.8,-1.4,13.5,14
47,20.8,-1.4,10.25,14
48,21.8,-1.4,10.5,14
49,23.2,-1.4,9,14
50,25,-1.4,9.25,14
51,26,-1.4,10.25,14
52,28.8,-12.8,36.75,14
53,38.4,-13.8,28.5,13
54,45.2,0,-4.25,9
55,47.2,1.8,-0.25,15
56,51.2,1,2.25,15
57,51.6,11.8,18,8
58,52.2,1,3,15
59,52.6,11.8,18.25,13
60,53.6,11.8,18,14
61,59.4,-0.2,-3.5,13
62,59.6,-1.4,5.75,14
63,61.4,-1.4,6.25,13
64,65.4,12,15,9
65,66.4,0.2,5.5,8
66,66,12,14.5,13
67,77.2,2.6,0.5,14
68,79,6.2,7.75,11
69,85.4,-2.4,2.75,11
70,94,-15.4,8.5,12
71,106.8,-14.2,24.25,13
END,Total:72,,,
START,FrameNb:5916,,,
2020/08/09 14:16:27:151,,,,
1.60E+12,,,,
0,8.4,3,-13,20
1,8.4,3,-7,18
2,14.4,-1.4,11.75,20
3,20.4,-1.4,8.75,20
4,26.4,-1.4,8,21
5,47.8,1.8,-2.25,17
6,47.8,1.8,4,17
7,52,1,1,19
8,59.8,-1.4,3.75,20
9,59.8,-1.4,10,18
10,60.6,-1,8.25,2
11,67.2,11.8,16,11
12,67.4,-1.4,5.25,13
13,77.6,2.6,1.25,17
14,79.4,6.2,7,9
15,85.4,-2.4,4.75,11
16,86,-15.2,8.75,10
17,93,-15.2,9.75,9
18,102.4,-15.2,6,13
19,106.6,3.8,0,1
20,107.6,-2.8,2.5,17
21,122.8,-15.4,9.75,8
22,123.8,2.2,4.75,16
23,130.6,0.4,1.75,17
24,137.4,2.6,0.25,8
25,151.8,-15.4,2,9
26,156.2,-15.4,0,15
27,187.8,-2.4,4.25,16
28,191.2,-15.2,-1.25,8
29,216,2.8,1.25,12
30,1024,-15.2,-1.75,15
31,8.6,3,-8.75,14
32,11.8,-0.2,-30,14
33,12.4,7.8,-26.5,0
34,12.4,-101,-26,3
35,12.2,-4.8,-26.75,0
36,12.4,-63.6,-26.25,0
37,14.6,-1.4,13.25,14
38,15.2,-39.8,-21.25,0
39,16.4,-1.4,18,15
40,17,-1.4,14,15
41,18.4,-1.4,10,14
42,19.2,-1.4,10.25,14
43,20.2,-1.4,11,14
44,21.4,-1.4,10.75,14
45,22.4,-1.4,10,14
46,24,-1.4,8.75,14
47,25.4,-1.4,10,14
48,37.6,-13.8,29.75,14
49,40.4,-12.8,36.25,12
50,47.2,1.8,-0.25,15
51,51.4,1,3,14
52,52.2,1,3,14
53,52.6,11.8,18,13
54,53.8,11.8,17.75,15
55,59.6,-1.4,5.25,14
56,60,-12,-36,0
57,59.4,-0.2,-3.25,11
58,60.6,-1.4,5.75,14
59,66.4,12,14.5,12
60,77.4,2.6,0.25,15
61,85.2,-2.4,3,11
62,92.8,-15.4,7.75,10
END,Total:63,,,
START,FrameNb:5917,,,
2020/08/09 14:16:27:209,,,,
1.60E+12,,,,
0,14.4,-1.4,11.5,19
1,14.4,-1.4,17.5,16
2,19.6,-1.4,9.5,20
3,23.8,-1.4,7.75,20
4,26.4,-1.4,8.5,19
5,52,1,0.75,20
6,52,1,8,17
7,59.8,0,-5.5,13
8,59.8,0,1.5,12
9,67.2,12,16,11
10,67.4,-1.4,5.25,13
11,77.6,2.6,1.25,17
12,79.4,6.2,7,9
13,85.4,-2.4,4.75,11
14,86,-15.2,8.75,10
15,93,-15.2,9.75,9
16,102.4,-15.2,6,13
17,106.6,3.8,0,1
18,107.6,-2.8,2.5,17
19,116.8,-15.2,8.75,11
20,122.8,-15.2,9.75,8
21,123.8,2,4.75,16
22,130.6,0.4,1.75,17
23,137.4,2.6,0.25,8
24,151.8,-15.4,2,9
25,156.2,-15.4,0,15
26,171.6,-15.2,7.75,9
27,187.8,-2.4,4.25,16
28,191.2,-15.4,-1.25,8
29,192,-15.2,3.75,11
30,198,-15.4,-2,8
31,216,2.8,1.25,12
32,1024,-0.2,-30,14
33,8.8,3,-9.75,15
34,11.8,-0.2,-30.75,15
35,12.4,-63.4,-26.25,1
36,13.8,-39.4,-24,2
37,14.2,-1.4,13.75,13
38,16,-1.4,14.25,14
39,15,-1.4,19,15
40,17.6,-1.4,12.5,14
41,18.6,-1.4,13,14
42,19.4,-1.4,10.25,14
43,20.8,-1.4,11,14
44,22.4,-1.4,10,14
45,24,-1.4,8.75,14
46,25,-1.4,9.25,14
47,26,-14.2,-19.25,12
48,32.4,-13.2,34.5,14
49,37.6,-13.6,31.75,14
50,39.4,-12.8,37.5,11
51,42.2,-14.6,21.25,14
52,47.4,1.8,-0.75,15
53,50.2,1.4,1.25,10
54,50,-14.2,24,14
55,51.8,1,2.75,15
56,55.4,-14,25.75,3
57,54.4,11.8,17.75,14
58,59.2,-1.4,5.75,14
59,59.4,-0.2,-3.25,14
60,64.8,-1.4,5.25,11
61,65.8,-1.4,7,11
62,67.4,12,13.75,14
63,77.6,2.4,0.75,14
64,79.2,-13.6,31.5,13
65,91.8,-15.4,8.75,10
END,Total:66,,,
START,FrameNb:5918,,,
2020/08/09 14:16:27:279,,,,
1.60E+12,,,,
0,12.8,3,-6.75,12
1,14.4,-1.4,11.5,19
2,14.4,-1.4,17.5,16
3,19.6,-1.4,9.5,20
4,23.8,-1.4,7.75,20
5,26.4,-1.4,8.5,19
6,52,1,0.75,20
7,52,1,8,17
8,59.8,0,-5.5,13
9,59.8,0,1.5,12
10,64,-1.4,6,16
11,68.2,11.8,14,12
12,77.6,2.6,-0.25,18
13,84.6,-2.4,8.75,6
14,85.2,-15.2,10,9
15,90.4,-15.2,8.75,15
16,99,-15.2,5.75,11
17,107.6,3.8,0.75,4
18,107.6,-3,2.5,17
19,120.2,-15.2,8.25,13
20,123.8,2,4.75,14
21,130.6,0.4,2,18
22,137.4,2.4,0,8
23,150.2,-15.2,6.5,9
24,154.4,-15.4,-1.75,16
25,169.8,-15.2,8.25,11
26,187,-2.6,4.25,14
27,190.2,-15.2,3,13
28,191.2,-15.4,3.75,9
29,191.2,-1,4.75,5
30,216.8,2.8,2,15
31,1024,2.8,1.25,12
32,9,3,-9.75,14
33,11.8,-0.2,-30.75,14
34,12,3,-6.5,7
35,12.2,-38.2,-26.5,0
36,12.4,6.6,-26,1
37,12.4,-35.4,-27.5,0
38,12.4,-4,-26.5,3
39,14.2,-1.4,14.25,14
40,15,-1.4,20,15
41,15,-28.2,-21,0
42,15.8,-1.4,14.25,15
43,17,-1.4,14.75,14
44,17.8,-1.4,13.25,14
45,18.8,-1.4,10.75,13
46,19.2,2.2,-77.25,0
47,19.8,-1.4,11,14
48,20.8,-1.4,10.25,14
49,22.4,-1.4,10,14
50,23.8,-1.4,9.25,14
51,25.8,-14.2,-19.25,9
52,25,-1.4,9.25,14
53,27.8,-12.4,40,14
54,31.6,-13,35.25,12
55,36.8,-13.4,32,14
56,37,4.6,-12,10
57,38.6,-12.6,38,12
58,41.2,-14.6,21.75,13
59,47.4,1.8,-1,15
60,48.6,1.8,0,11
61,51.8,1,2.75,15
62,52.8,1,3.25,12
63,54.4,-14,26,14
64,55.4,11.8,17.75,12
65,59,-1.4,5.75,15
66,59.4,-0.2,-3.5,8
67,64.2,-1.4,5.5,12
68,65.2,-1.4,7,10
69,68.2,12,13.5,13
70,77.6,2.4,0.5,12
71,78.2,-13.4,32,10
72,107.2,-2.8,2.75,14
END,Total:73,,,
START,FrameNb:5919,,,
2020/08/09 14:16:27:336,,,,
1.60E+12,,,,
0,9.2,3,-10.75,20
1,9.2,3,-3.25,19
2,14.4,-1.4,12.75,19
3,14.4,-1.4,18.5,18
4,17,-1.4,14.25,19
5,25.6,-1.4,8.25,21
6,52,1,0,19
7,52,1,8.5,17
8,59.8,-1.4,4,18
9,64,-1.4,6,16
10,68.2,12,14,12
11,77.6,2.4,-0.25,18
12,85.2,-15.2,10,9
13,90.4,-15.2,8.75,15
14,96.4,-1.4,5.75,9
15,99,-15.2,5.75,11
16,107.6,3.6,0.75,4
17,107.6,-2.8,2.5,17
18,120.2,-15.2,8.25,13
19,123.8,2,4.75,14
20,130.6,0.2,2,18
21,131.4,-15.2,8.25,2
22,150.2,-15.4,6.5,9
23,154.4,-15.4,-1.75,16
24,169.8,-15.2,8.25,11
25,187,-2.6,4.25,14
26,191.2,-15.4,3.75,9
27,191.2,-1,4.75,5
28,216.8,2.8,2,15
29,1024,-1,4.75,5
30,9.4,3,-12,15
31,11.6,3,-6,13
32,11.8,-0.2,-31,14
33,12.2,-35.8,-27.75,12
34,12.4,36.4,-26,7
35,12.6,73,-5,2
36,14.6,-1.4,16.75,14
37,15,-27.6,-20.75,0
38,13.6,-25.6,-24,0
39,15.4,-1.4,19,13
40,17,-1.4,15.5,14
41,18.2,-1.4,10,13
42,18.4,-1.4,13.75,14
43,20.2,-1.4,11,15
44,21.2,-1.4,10,14
45,22.4,-1.4,10,14
46,24,-1.4,10,14
47,25.2,-14.2,-20,8
48,25,-1.4,10,15
49,28.4,-12.4,39.5,11
50,38,-12.6,39.25,11
51,40.4,-14.6,22,13
52,47.6,1.8,-0.5,15
53,51.8,0.8,2.75,13
54,52.8,0.8,3.75,14
55,53.6,-14,27,13
56,56,11.8,17.5,13
57,59,-1.4,5.25,14
58,59.6,-1.4,6.5,14
59,61.2,-14.2,24,7
60,64.4,-1.4,5.25,11
61,65.2,-1.4,5.75,11
62,69,12,13.5,14
63,77.4,-13.4,32.5,15
64,77.8,2.4,0.25,14
65,78.6,2.4,0.5,14
66,107,-2.8,3.25,15
END,Total:67,,,
START,FrameNb:5920,,,
2020/08/09 14:16:27:406,,,,
1.60E+12,,,,
0,9.2,3,-10.75,20
1,9.2,3,-3.25,19
2,14.4,-1.4,12.75,19
3,14.4,-1.4,18.5,18
4,17,-1.4,14.25,19
5,25.6,-1.4,8.25,21
6,52,0.8,0,19
7,52,0.8,8.5,17
8,59.8,-1.4,4,18
9,67.4,-1.4,7,6
10,69.8,12,13.75,16
11,76.6,-13.4,32.75,3
12,77.6,2.4,1.25,17
13,81,6.2,7,12
14,83.6,-15.2,8.25,15
15,88.6,-15.2,9.75,16
16,94.8,-1.4,6,6
17,96.4,-15.2,7,16
18,104,-15.4,7.5,9
19,106.8,-2.8,3,17
20,108.4,3.6,-0.75,7
21,124.6,2,3.75,16
22,129.6,-15.2,7.75,3
23,130.6,0.2,1.25,17
24,134,-15.2,8.25,10
25,152.8,-15.4,-1.75,17
26,168,-15.2,6.5,8
27,187,-2.6,4.25,12
28,187.8,-15.4,-1.75,10
29,191.2,-1.2,6.5,8
30,194.6,-15.4,-0.25,8
31,216.8,2.8,2,14
32,1024,-0.2,-31,14
33,10.4,3,-6,12
34,12,3,-5.25,14
35,11.6,-0.2,-32,5
36,12.2,-0.2,-28.25,11
37,13.6,8.8,-24,3
38,14.2,-1.4,17.5,14
39,14.2,2,-54,0
40,15.4,-1.4,19.75,14
41,15,96.4,-20.5,0
42,15,7.8,-20.25,1
43,16.4,-1.4,16,14
44,18,-1.4,14,14
45,17.8,-1.4,10.5,14
46,20,-1.4,11,14
47,21.4,-1.4,10,14
48,22.4,-1.6,10.5,14
49,23.8,-1.6,10,14
50,24.4,-14.2,-21.25,6
51,25,-1.6,10,14
52,26,-14.4,-18.75,0
53,27.6,-14.6,-18,13
54,29.2,-12.8,37.25,12
55,37.2,-12.4,40,14
56,39.4,-14.4,22.25,13
57,47.8,1.8,0,15
58,51.4,0.8,2.5,15
59,52.8,-13.8,27.75,0
60,52.4,0.8,3.5,15
61,55.2,-13.8,28.75,13
62,57.2,11.8,17,13
63,58.8,-1.4,6,15
64,60.2,-14.2,24.5,0
65,59.6,-1.4,5.75,14
66,61,-1.4,5.5,13
67,65.4,-1.4,5.75,14
68,69.8,12,13.75,14
69,76.6,-13.4,33,15
70,78,2.4,1,13
71,78.8,2.4,1.5,13
72,106.8,-2.8,2.75,14
END,Total:73,,,
START,FrameNb:5921,,,
2020/08/09 14:16:27:471,,,,
1.60E+12,,,,
0,10.2,3,-11,20
1,10.2,3,-3,18
2,14.4,-1.4,12.5,20
3,19.6,-1.4,10.25,21
4,23,-1.4,8.25,19
5,47.8,1.8,-3.5,19
6,47.8,1.8,4.25,18
7,52,0.8,1,20
8,52,0.8,7,17
9,58.8,-1.4,3.75,19
10,58.8,-1.4,12.5,17
11,59.8,-0.2,-5.5,9
12,59.8,-0.2,2,8
13,65.8,-3.6,4.25,6
14,67.4,-1.4,7,6
15,69.8,12,13.75,16
16,76.6,-13.4,32.75,3
17,77.6,2.4,1.25,17
18,83.6,-15.2,8.25,15
19,84.6,-2.6,5.75,11
20,88.6,-15.2,9.75,16
21,94.8,-1.4,6,6
22,96.4,-15.2,7,16
23,104,-15.2,7.5,9
24,106.8,-3,3,17
25,108.4,3.6,-0.75,7
26,124.6,2,3.75,16
27,128,-5.2,-4.25,7
28,129.6,-15.2,7.75,3
29,130.6,0.2,1.25,17
30,134,-15.4,8.25,10
31,138.2,2.2,1.75,8
32,147.6,10.8,16,9
33,152.8,-15.4,-1.75,17
34,187,-2.6,4.25,12
35,187.8,-15.4,-1.75,10
36,191.2,-1.2,6.5,8
37,216.8,2.6,2,14
